	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
FIGNL1	1971.01906761296	2075.54517766602	1939.06792332771	1937.37014180062	2171.38920898163	2013.53873807138	1973.89626680887	1965.8411047497
FIGNL2	17.8951147513498	27.8022537966598	79.0607093202286	84.77667594245	85.6925973946238	20.4917659184255	23.8945337561073	24.0715237316289
FILIP1	40.9031194316567	44.9113330561427	143.973712762101	138.319839695576	140.780695719739	80.1851709851434	87.2669928483921	106.984549918351
FILIP1L	221.771600668514	209.586220928666	246.336525881976	255.222413889902	273.910266672101	137.205737019023	139.211631448625	139.079914893856
FIP1L1	1701.95323510159	1691.66021178137	1674.42260160316	1773.17110629103	1738.33554714808	1658.94209304819	1645.60615085539	1741.17354992116
FIS1	1250.74069887113	1169.83329436715	972.862833635235	982.517054869867	820.200575062828	1213.4689209085	1152.13208415318	1159.44505974013
FITM1	1.27822248223927	3.20795236115305	0.832217992844512	0.892386062552105	0	0.890946344279371	0	0
FITM2	98.4231311324239	111.209015186639	106.523903084098	118.68734631943	108.645971696755	115.823024756318	118.433776008532	85.5876399346806
FIZ1	545.800999916169	521.826917414229	352.860428966073	373.909760209332	273.910266672101	571.096606683077	562.040989654525	558.994273323383
FJX1	651.254354700909	692.917710009058	580.055941012625	621.993085598817	511.095134460792	608.516353142811	579.702166778604	560.331580197362
FKBP10	4027.03993029483	4578.81733681912	5010.78453491681	5172.269618552	4586.08418556585	4003.02192484721	3816.89204434515	4200.48089116925
FKBP11	127.822248223927	155.051030789064	178.094650468726	157.952333071723	148.431820487116	137.205737019023	164.145057976737	140.417221767835
FKBP14	710.052588883916	775.25515394532	682.4187541325	684.460109977464	792.65652590027	569.314713994518	600.480022218698	513.525839608084
FKBP15	1528.11497751705	1491.69784793617	1170.09849793938	1133.33029944117	1040.55296836329	1086.06359367655	1157.3265480132	1079.20664730136
FKBP1A	5863.84563727266	5576.49052113772	4306.72811297035	4300.40843543859	4012.24982801257	4961.68019129182	4822.54024764567	4734.06633388702
FKBP1A-SDCBP2	0.639111241119636	1.06931745371768	1.66443598568902	1.78477212510421	0	0	0	0
FKBP1AP1	51.1288992895709	44.9113330561427	45.7719896064482	45.5116891901573	42.8462986973119	33.8559610826161	37.400139792168	54.8295818331548
FKBP1B	182.785814960216	186.061236946877	256.32314179611	298.056944892403	290.742741160331	178.189268855874	183.884020644826	181.873734861196
FKBP2	379.632077225064	410.61790222759	416.9412144151	489.027562278553	388.677138182758	454.382635582479	459.190605226063	476.081247136661
FKBP3	3182.77398077579	3237.89324985714	3268.95227589324	3184.92585724846	3384.85759708764	3195.8245369301	3287.05673062277	3109.23848200207
FKBP4	6793.11338186061	6700.343164995	6633.60962096361	6566.17664825839	5958.69596883331	6772.97410921178	6312.31248270036	6722.64165549437
FKBP5	3434.58380977692	3418.60789953543	3541.0875595534	3549.91175683227	3589.90774085335	3642.18865541407	3677.68041289652	3614.74048036628
FKBP6	0	0	0.832217992844512	0.892386062552105	0	1.78189268855874	0	1.33730687397938
FKBP7	349.593848892441	368.914521532601	382.820276708475	393.542253585478	429.993211926594	343.905288891837	370.884719605666	334.326718494846
FKBP8	3341.27356857346	3234.68529749599	3217.35476033688	3457.99599238941	2618.21489539645	3250.17226393115	3282.90115953475	3431.5294386311
FKBP9	896.03396004973	982.70273996655	1116.00432840449	986.086599120076	976.283520317321	835.70767093405	886.175534519981	870.58677496058
FKBP9L	37.0684519849389	29.9408887040951	29.1276297495579	28.5563540016674	22.9533743021314	22.2736586069843	29.0889976161307	21.3969099836702
FKBPL	483.168098286445	450.182648015144	567.572671119957	525.61539084319	517.216034274694	406.271532991393	415.557108801867	474.743940262682
FKRP	1597.77810279909	1530.19327627	858.016750622692	844.197215174291	853.865524039287	1035.27965205263	967.209170736345	974.896711130972
FKSG29	0	0	0	0	1.53022495347543	0	1.03889277200467	0
FKTN	1192.58157592924	1166.62534200599	1398.95844597162	1260.04912032357	1600.61530133529	1127.93807185768	1200.9600444374	1122.0004672687
FLAD1	1345.32916255683	1202.98213543239	1235.01150138126	1259.15673426102	1156.85006482742	1223.26933069558	1201.9989372094	1148.74660474829
FLCN	1788.23325265274	1534.47054608487	1349.8575843938	1323.40853076477	1253.25423689637	1176.04917444877	1240.43796977357	1200.90157283349
FLG	7.66933489343563	3.20795236115305	7.48996193560061	8.03147456296894	0	8.90946344279371	13.5056060360607	8.02384124387631
FLG2	0	0	0	0	0	0	1.03889277200467	0
FLI1	440.347645131429	427.726981487073	453.558806100259	435.484398525427	491.202210065611	491.802382042213	468.540640174105	445.323189035135
FLII	4146.5537323842	4140.39718079487	3100.84424133865	3258.10151437773	2882.9438123477	2965.96038010603	2953.57215080927	3103.88925450615
FLJ10038	177.033813790139	144.357856251887	242.175435917753	275.7472933286	247.896442463019	142.551415084699	172.456200152775	153.790290507629
FLJ10661	129.100470706166	94.0999359271561	113.181647026854	138.319839695576	149.962045440592	91.7674734607752	108.044848288485	123.032232406103
FLJ11235	0.639111241119636	3.20795236115305	6.6577439427561	8.92386062552105	9.18134972085255	4.45473172139686	3.116678316014	1.33730687397938
FLJ12334	0	0	0.832217992844512	0	0	0	0	0
FLJ12825	3.19555620559818	5.34658726858841	5.82552594991158	4.46193031276052	3.06044990695085	0	2.07778554400933	0
FLJ13197	7.66933489343563	11.7624919908945	13.3154878855122	8.03147456296894	10.711574674328	10.6913561313525	11.4278204920513	8.02384124387631
FLJ13224	26.8426721270247	22.4556665280713	29.9598477424024	30.3411261267716	21.423149348656	15.1460878527493	12.466713264056	18.7222962357114
FLJ14107	0	0	0.832217992844512	0.892386062552105	1.53022495347543	0	1.03889277200467	0
FLJ14186	372.601853572748	375.330426254907	309.585093338158	273.962521203496	206.580368719182	287.775669202237	342.83461476154	322.290956629032
FLJ16171	0	0	0	0	0	0	0	0
FLJ16341	1.91733372335891	0	0.832217992844512	0	0	1.78189268855874	2.07778554400933	1.33730687397938
FLJ16779	3.19555620559818	3.20795236115305	0.832217992844512	0.892386062552105	3.06044990695085	0.890946344279371	3.116678316014	0
FLJ20021	42.8204531550156	44.9113330561427	62.4163494633384	99.0548529432836	52.0276484181645	37.4197464597336	35.3223542481587	48.1430474632579
FLJ20518	0	0	0	0	0	0	0	0
FLJ21408	1.27822248223927	2.13863490743537	3.32887197137805	3.56954425020842	10.711574674328	2.67283903283811	0	0
FLJ22184	371.323631090508	445.905378200274	577.559287034091	729.07941310507	557.001883065055	679.79206068516	688.785907839094	691.387653847342
FLJ22447	1.91733372335891	3.20795236115305	11.6510518998232	8.03147456296894	10.711574674328	8.90946344279371	5.19446386002334	9.3611481178557
FLJ22763	0	0	0	0	0	0	0	0
FLJ23152	49.8506768073316	57.7431425007549	114.846083012543	148.136086383649	117.827321417608	104.240722280686	102.850384428462	104.309936170392
FLJ23867	26.2035608859051	24.5943014355067	19.1410138354238	18.7401073135942	18.3626994417051	30.2921757054986	21.816748212098	14.7103756137732
FLJ25328	0	0	0	0	0	0	0	0
FLJ25363	0	0	0	0	0	0	0	0
FLJ25758	0.639111241119636	1.06931745371768	0	0	0	1.78189268855874	1.03889277200467	0
FLJ26245	0	0	0	0	0	0	0	0
FLJ26850	9.58666861679454	9.62385708345914	12.4832698926677	15.1705630633858	15.3022495347543	10.6913561313525	7.27224940403267	6.68653436989692
FLJ27352	33.8728957793407	35.2874759726835	40.7786816493811	52.6507776905742	32.1347240229839	36.5288001154542	37.400139792168	42.7938199673403
FLJ27354	12.1431135812731	9.62385708345914	27.4631937638689	18.7401073135942	9.18134972085255	17.8189268855874	15.58339158007	16.0476824877526
FLJ30403	70.9413477642796	68.4363170379317	102.362813119875	107.978713568805	116.297096464132	84.6399027065403	76.8780651283454	68.2026505729486
FLJ30679	40.9031194316567	25.6636188892244	40.7786816493811	48.1888473778137	48.9671985112136	15.1460878527493	20.7778554400933	22.7342168576495
FLJ30838	4.47377868783745	0	4.99330795706707	11.6010188131774	4.59067486042628	3.56378537711748	3.116678316014	9.3611481178557
FLJ31306	1385.59317074737	1313.12183316531	1023.62813119875	967.346491806482	1133.89669052529	1246.43393564684	1240.43796977357	1247.70731342277
FLJ31485	412.226750522165	497.232615978722	510.98184760653	515.799144155117	457.537261089152	561.296196896004	538.146455898418	632.546151392249
FLJ31662	0	0	0	0	0	0	0	0
FLJ31813	14.060447304632	14.9704443520476	14.9799238712012	8.92386062552105	6.1208998139017	11.5823024756318	10.3889277200467	6.68653436989692
FLJ32063	5.75200117007672	3.20795236115305	9.15439792128963	12.4934048757295	10.711574674328	7.12757075423497	3.116678316014	6.68653436989692
FLJ32224	37.7075632260585	32.0795236115305	68.24187541325	82.9919038173457	78.0414726272467	56.1296196896004	46.75017474021	42.7938199673403
FLJ33065	16.6168922691105	17.1090792594829	26.6309757710244	16.95533518849	29.0742741160331	18.7098732298668	22.8556409841027	28.0834443535671
FLJ33360	8.9475573756749	11.7624919908945	0.832217992844512	0	1.53022495347543	4.45473172139686	8.31114217603734	1.33730687397938
FLJ33534	0.639111241119636	3.20795236115305	3.32887197137805	0.892386062552105	1.53022495347543	0.890946344279371	0	0
FLJ33581	0	0	0	0	0	0	0	0
FLJ33630	117.596468366013	124.040824631251	97.3695051628079	126.718820882399	137.720245812788	88.2036880836578	93.5003494804201	82.9130261867219
FLJ34208	3.19555620559818	5.34658726858841	2.49665397853354	7.13908850041684	7.65112476737713	4.45473172139686	2.07778554400933	6.68653436989692
FLJ34503	1.27822248223927	1.06931745371768	3.32887197137805	8.92386062552105	1.53022495347543	2.67283903283811	5.19446386002334	4.01192062193816
FLJ34690	0	0	0.832217992844512	0	0	0	0	0
FLJ35024	1.91733372335891	2.13863490743537	8.32217992844512	16.0629491259379	6.1208998139017	7.12757075423497	4.15557108801867	2.67461374795877
FLJ35282	1.27822248223927	0	0	0.892386062552105	0	0.890946344279371	1.03889277200467	0
FLJ35390	11.5040023401534	5.34658726858841	24.1343217924908	30.3411261267716	30.6044990695085	24.9464976398224	22.8556409841027	18.7222962357114
FLJ35424	0	0	0	0	0	0	0	0
FLJ35776	16.6168922691105	21.3863490743537	18.3087958425793	30.3411261267716	18.3626994417051	22.2736586069843	13.5056060360607	16.0476824877526
FLJ35946	36.4293407438192	20.317031620636	54.0941695348933	41.9421449399489	27.5440491625577	27.6193366726605	21.816748212098	25.4088306056083
FLJ36000	0	0	0	0	0	0.890946344279371	0	0
FLJ36777	7.030223652316	8.55453962974146	7.48996193560061	11.6010188131774	13.7720245812788	4.45473172139686	7.27224940403267	2.67461374795877
FLJ37035	17.8951147513498	25.6636188892244	19.1410138354238	20.5248794386984	15.3022495347543	16.9279805413081	17.6611771240793	13.3730687397938
FLJ37201	117.596468366013	95.1692533808738	166.443598568902	179.369598572973	179.036319556625	108.695454002083	122.589347096551	125.706846154062
FLJ37453	732.421482323103	735.690408157766	1154.28635607534	1267.18820882399	1150.72916501352	711.866129079218	723.069369315248	726.157632570806
FLJ37505	0	0	0	0	0	0	0	0
FLJ38109	4.47377868783745	6.4159047223061	7.48996193560061	15.1705630633858	9.18134972085255	8.90946344279371	7.27224940403267	9.3611481178557
FLJ38576	10.8648910990338	10.6931745371768	18.3087958425793	20.5248794386984	16.8324744882297	10.6913561313525	13.5056060360607	10.6984549918351
FLJ39051	12.7822248223927	5.34658726858841	16.6443598568902	14.2781770008337	15.3022495347543	9.80040978707308	7.27224940403267	8.02384124387631
FLJ39080	2.55644496447854	1.06931745371768	0.832217992844512	0	0	2.67283903283811	0	1.33730687397938
FLJ39534	61.3546791474851	57.7431425007549	76.5640553416951	77.6375874420331	82.632147487673	76.6213856080259	97.6559205684387	74.8891849428456
FLJ39639	27.4817833681443	21.3863490743537	33.2887197137805	33.91067037698	24.4835992556068	24.9464976398224	15.58339158007	24.0715237316289
FLJ39653	30.0382283326229	29.9408887040951	27.4631937638689	31.2335121893237	26.0138242090822	28.5102830169399	31.16678316014	36.1072855974434
FLJ39739	0.639111241119636	0	0	0	0	0.890946344279371	0	0
FLJ40194	0	0	0	0	0	0	0	0
FLJ40288	0	0	0	0	0	0	0	0
FLJ40292	0.639111241119636	4.27726981487073	0	0.892386062552105	1.53022495347543	1.78189268855874	0	0
FLJ40434	0	0	0	0	0	0	0	0
FLJ40852	43.4595643961352	42.7726981487073	52.4297335492043	52.6507776905742	50.497423464689	63.2571904438354	60.2557807762707	78.9011055647837
FLJ41200	0	0	0	0	0	0	0	0
FLJ41278	0	0	0.832217992844512	0.892386062552105	0	0	2.07778554400933	1.33730687397938
FLJ41350	215.380488257317	201.031681298924	225.531076060863	222.204129575474	214.23149348656	227.19131779124	204.661876084919	250.076385434145
FLJ41484	19.8124484747087	18.1783967132006	19.1410138354238	16.0629491259379	26.0138242090822	13.3641951641906	8.31114217603734	14.7103756137732
FLJ41649	0	0	0	0	0	0.890946344279371	0	0
FLJ41941	0	0	4.16108996422256	2.67715818765631	1.53022495347543	1.78189268855874	1.03889277200467	0
FLJ42102	0	0	0	0.892386062552105	0	0	1.03889277200467	0
FLJ42280	1.91733372335891	4.27726981487073	1.66443598568902	1.78477212510421	1.53022495347543	1.78189268855874	0	2.67461374795877
FLJ42289	64.5502353530832	74.8522217602378	35.785373692314	41.9421449399489	32.1347240229839	68.6028685095116	56.100209688252	69.539957446928
FLJ42351	7.030223652316	8.55453962974146	28.2954117567134	24.9868097514589	21.423149348656	12.4732488199112	15.58339158007	9.3611481178557
FLJ42393	0	0	0	0	0	0	0	0
FLJ42627	69.6631252820403	60.9510948619079	55.7586055205823	57.1127080033347	67.3298979529187	57.9115123781591	54.0224241442427	60.1788093290723
FLJ42709	250.531606518897	228.833935095584	256.32314179611	252.545255702246	226.473293114363	230.755103168357	232.711980929045	234.028702946392
FLJ42875	80.5280163810741	85.5453962974146	101.53059512703	111.548257819013	78.0414726272467	91.7674734607752	75.8391723563407	73.5518780688662
FLJ42969	0	0	0	0	1.53022495347543	0	0	2.67461374795877
FLJ43315	0	0	0	0	0	0	0	0
FLJ43390	2.55644496447854	3.20795236115305	3.32887197137805	1.78477212510421	3.06044990695085	5.34567806567623	4.15557108801867	9.3611481178557
FLJ43663	167.447145173345	156.120348242782	203.061190254061	219.526971387818	252.487117323445	103.349775936407	136.094953132611	135.067994271918
FLJ43681	3.19555620559818	1.06931745371768	4.99330795706707	2.67715818765631	1.53022495347543	4.45473172139686	4.15557108801867	4.01192062193816
FLJ43826	28.7600058503836	36.3567934264012	41.6108996422256	37.4802146271884	35.1951739299348	41.8744781811304	45.7112819682054	50.8176612112166
FLJ43860	0.639111241119636	0	0	0	0	0.890946344279371	0	1.33730687397938
FLJ43879	0	0	0	0	0	0	0	0
FLJ44054	0	0	0	0	0	0	0	0
FLJ44511	10.8648910990338	16.0397618057652	57.4230415062713	61.5746383160952	59.6787731855416	32.0740683940574	41.5557108801867	25.4088306056083
FLJ44635	2155.08310505541	1824.25557604237	2120.49144576782	1958.78740730187	2407.04385181684	1889.69719621655	1928.18498484066	1885.60269231093
FLJ45079	0	0	0	0	0	0	0	0
FLJ45340	1588.1914341823	1686.31362451279	1710.20797529547	1725.87464497577	1374.14200822093	1590.33922453868	1817.02345823616	1833.44772422574
FLJ45445	14.060447304632	18.1783967132006	8.32217992844512	16.0629491259379	15.3022495347543	12.4732488199112	15.58339158007	9.3611481178557
FLJ45513	19.1733372335891	21.3863490743537	15.8121418640457	16.95533518849	15.3022495347543	22.2736586069843	18.700069896084	22.7342168576495
FLJ45974	0	0	0	0	0	0	0	0
FLJ45983	19.8124484747087	26.7329363429421	29.1276297495579	25.879195814011	35.1951739299348	12.4732488199112	17.6611771240793	13.3730687397938
FLJ46066	0	0	0	0	0	0	0	0
FLJ46257	0	0	0	0	0	0	0	0
FLJ46284	0	0	0	0	0	0.890946344279371	0	0
FLJ46300	0.639111241119636	3.20795236115305	2.49665397853354	1.78477212510421	0	4.45473172139686	9.350034948042	1.33730687397938
FLJ46361	0	0	0	0	0	0	0	0
FLJ46446	0	0	0	0	0	0	0	0
FLJ46906	115.040023401534	122.971507177534	249.665397853354	248.083325389485	241.775542649117	170.17075175736	165.183950748742	183.211041735176
FLJ90757	426.287197826797	501.509885793593	498.498577713863	536.324023593815	478.960410437808	521.203611403432	554.768740250492	599.113479542764
FLNA	6949.0565246938	6918.48392555341	6175.05750690628	6857.09450465037	6162.21588764554	5731.4578327492	5886.36644617844	6120.85356220365
FLNB	2136.54887906294	2156.81330414857	2067.22949422577	1983.77421705333	1984.70176465763	1832.67663018267	1866.89031129239	1884.26538543695
FLNC	1413.71406535663	1655.30341835497	2105.51152189662	2092.64531668469	2071.92458700573	1210.79608187567	1275.76032402173	1440.2795032758
FLOT1	2091.81109218457	2240.22006553855	2770.45369817938	2840.46483710335	2362.66732816606	2583.74439841018	2565.02625407952	2683.97489607663
FLOT2	3123.97574659278	2984.46501332605	2435.90206505589	2489.75711452037	2116.30111065651	2979.32457527022	2848.6439808368	2940.73781588067
FLRT1	49.211565566212	51.3272377784488	44.1075536207591	65.1441825663037	52.0276484181645	40.9835318368511	32.2056759321447	48.1430474632579
FLRT2	887.086402674055	880.048264409653	935.413023957232	928.973891116741	892.121147876173	802.742656195713	717.874905455225	762.264918168249
FLRT3	299.10406084399	287.646395050057	383.65249470132	346.245792270217	356.542414159774	256.592547152459	261.800978545176	236.703316694351
FLT1	542.605443710571	595.609821720749	641.640072483119	492.597106528762	657.996729994433	572.878499371636	499.707423334245	465.382792144826
FLT3	33.8728957793407	32.0795236115305	41.6108996422256	32.1258982518758	38.2556238368856	27.6193366726605	25.9723193001167	33.4326718494846
FLT3LG	35.15111826158	43.842015602425	74.8996193560061	66.0365686288558	62.7392230924924	47.2201562468067	51.9446386002334	52.154968085196
FLT4	846.822394483518	904.64256584516	912.110920157585	1006.61147855877	887.530473015747	853.526597819638	858.125429675855	996.293621114642
FLVCR1	1090.96288859122	1089.63448533832	982.849449549369	910.233783803147	965.571945642993	1037.95249108547	968.24806350835	1002.98015548454
FLVCR1-AS1	39.6248969494174	44.9113330561427	53.2619515420488	65.1441825663037	53.5578733716399	46.3292099025273	63.3724590922847	50.8176612112166
FLVCR2	31.3164508148622	25.6636188892244	36.6175916851585	41.9421449399489	29.0742741160331	35.6378537711748	30.1278903881353	33.4326718494846
FLYWCH1	909.455296113242	920.682327650925	774.794951338241	842.412443049187	706.963928505646	972.913407953073	966.17027796434	932.102891163631
FLYWCH2	374.519187296107	359.290664449141	336.216069109183	371.232602021676	312.165890508987	375.979357285895	378.156969009699	371.771310966269
FMN1	49.211565566212	63.0897297693433	98.2017231556524	83.8842898798978	88.7530473015747	65.0390831323941	63.3724590922847	69.539957446928
FMN2	345.759181445723	357.152029541706	431.088920293457	455.116891901573	459.067486042628	459.728313648156	456.073926910049	461.370871522888
FMNL1	67.1066803175618	88.7533486585677	148.967020719168	135.64268150792	120.887771324559	109.586400346363	111.161526604499	124.369539280083
FMNL2	1316.56915670645	1390.11268983299	1713.53684726685	1701.78022128686	1828.61881940313	1406.80427761713	1443.02206031448	1525.86714321048
FMNL3	607.794790304774	660.838186397528	565.908235134268	603.252978285223	549.350758297678	668.209758209528	687.74701506709	691.387653847342
FMO1	0.639111241119636	0	0	0	0	0	1.03889277200467	0
FMO2	0	0	2.49665397853354	0	0	0.890946344279371	0	1.33730687397938
FMO3	1.27822248223927	0	0	0	0	0.890946344279371	0	0
FMO4	80.5280163810741	78.0601741213908	67.4096574204055	66.9289546914079	82.632147487673	63.2571904438354	68.566922952308	53.4922749591754
FMO5	28.7600058503836	44.9113330561427	38.2820276708476	51.7583916280221	48.9671985112136	59.6934050667179	44.6723891962007	50.8176612112166
FMO6P	0	0	0	0	0	0	0	0
FMO9P	0	0	0	0	0	0	0	0
FMOD	7.030223652316	7.48522217602378	10.8188339069787	11.6010188131774	18.3626994417051	10.6913561313525	10.3889277200467	17.384989361732
FMR1	2896.45214475419	2700.02657063715	2529.94269824732	2554.00891102412	2693.19591811675	3108.51179519073	3239.26766311055	2927.36474714087
FMR1-AS1	5.75200117007672	4.27726981487073	9.15439792128963	4.46193031276052	15.3022495347543	10.6913561313525	1.03889277200467	12.0357618658145
FMR1NB	0	0	0.832217992844512	0	0	0	0	1.33730687397938
FN1	2578.81385791773	3032.58429874335	3012.62913409713	2612.90639115256	2630.45669502426	2293.2958901751	2155.70250190968	2234.63978641955
FN3K	22.3688934391873	17.1090792594829	21.6376678139573	27.6639679391152	29.0742741160331	20.4917659184255	22.8556409841027	21.3969099836702
FN3KRP	1013.63042841574	1008.36635885577	976.191705606613	1011.96579493409	933.437221620009	1068.24466679097	1054.47616358474	1037.750134208
FNBP1	1168.93446000781	1173.0412467283	1071.06455679089	1050.33839562383	1029.84139368896	1400.56765320717	1395.23299280227	1343.99340834928
FNBP1L	1809.32392360969	1868.09759164479	1463.03923142065	1537.58118577728	1600.61530133529	1436.20550697835	1505.35562663476	1390.79914893856
FNBP4	2917.54281571114	2882.87985522287	3105.00533130287	3141.19894018341	3472.08041943574	2759.26082823321	2861.11069410085	2952.77357774648
FNDC1	65.8284578353225	56.6738250470372	93.2084151985853	97.2700808181794	105.585521789804	41.8744781811304	30.1278903881353	30.7580581015259
FNDC3A	1645.71144588306	1709.83860849457	2076.38389214706	1921.30719267468	2027.54806335494	1466.49768268384	1451.33320249052	1381.4380008207
FNDC3B	1524.91942131145	1532.33191117744	1598.69076425431	1619.68070353207	1687.83812368339	1059.33520334817	1061.74841298877	1067.17088543555
FNDC4	141.24358428744	131.526046807275	169.77247054028	188.293459198494	143.84114562669	139.878576051861	137.133845904616	144.429142389774
FNDC5	85.6409063100312	88.7533486585677	42.4431176350701	49.0812334403658	48.9671985112136	39.2016391482923	31.16678316014	38.7818993454022
FNDC7	14.6995585457516	13.9011268983299	9.98661591413414	10.7086327506253	15.3022495347543	22.2736586069843	18.700069896084	5.34922749591754
FNDC8	1.91733372335891	1.06931745371768	0.832217992844512	0	0	0.890946344279371	0	0
FNDC9	0.639111241119636	0	0	0	0	0	0	0
FNIP1	1659.13278194657	1659.58068816984	1484.67689923461	1416.21668127019	1652.64294975346	1478.07998515948	1666.38400629549	1441.61681014978
FNIP2	1273.10959231031	1307.77524589673	1354.85089235087	1254.69480394826	1357.3095337327	1594.79395626007	1618.59493878327	1595.40710065741
FNTA	709.413477642796	705.749519453671	749.828411552905	711.231691854028	769.703151598139	825.016314802698	762.547294651426	756.915690672332
FNTB	58.7982341830065	64.159047223061	24.1343217924908	30.3411261267716	21.423149348656	48.111102591086	49.866853056224	46.8057405892785
FOLH1	14.6995585457516	12.8318094446122	21.6376678139573	16.0629491259379	21.423149348656	8.90946344279371	11.4278204920513	5.34922749591754
FOLH1B	1.91733372335891	0	0.832217992844512	0.892386062552105	1.53022495347543	0.890946344279371	0	1.33730687397938
FOLR1	9.58666861679454	5.34658726858841	18.3087958425793	13.3857909382816	15.3022495347543	19.6008195741462	7.27224940403267	20.0596031096908
FOLR2	0	0	0.832217992844512	0	1.53022495347543	0	0	0
FOLR3	0	0	0	1.78477212510421	0	0	1.03889277200467	0
FOLR4	0.639111241119636	0	0	0	0	0	0	0
FONG	5.11288992895709	8.55453962974146	6.6577439427561	4.46193031276052	9.18134972085255	8.01851709851434	8.31114217603734	4.01192062193816
FOPNL	1278.22248223927	1322.74569024877	1394.7973560074	1337.6867077656	1603.67575124225	1542.22812194759	1565.61140741103	1555.28789443802
FOS	1016.18687338022	990.187962142574	379.491404737097	361.416355333602	381.026013415381	590.697426257223	530.874206494385	462.708178396867
FOSB	1352.99849745027	1395.45927710158	246.336525881976	289.133084266882	275.440491625577	569.314713994518	453.99614136604	524.224294599919
FOSL1	113.122689678176	117.624919908945	84.8862352701402	102.624397193492	90.2832722550501	41.8744781811304	60.2557807762707	48.1430474632579
FOSL2	795.693495193947	834.067613899793	654.123342375786	718.370780354444	596.787731855416	658.409348422455	628.530127062824	678.014585107548
FOXA1	578.39567321327	554.975758479477	546.767221298844	558.633675157618	540.169408576825	626.335280028398	656.58023190695	571.030035189197
FOXA2	88.1973512745098	106.931745371768	182.255740432948	213.280268949953	153.022495347543	166.606966380242	180.767342328812	197.921417348949
FOXA3	90.1146849978687	81.2681264825439	122.336044948143	123.14927663219	116.297096464132	99.7859905592896	101.811491656457	121.694925532124
FOXB1	77.3324601754759	93.0306184734384	82.3895812916067	116.010188131774	76.5112476737713	95.3312588378927	89.3447783924014	80.2384124387631
FOXB2	3.19555620559818	5.34658726858841	6.6577439427561	3.56954425020842	3.06044990695085	3.56378537711748	8.31114217603734	12.0357618658145
FOXC1	8083.47897768115	7705.50157148962	6920.72482849496	7171.21439866871	6569.25572527	7640.75584853989	7496.65024278568	7036.90877087952
FOXC2	31.3164508148622	40.6340632412719	49.9330795706707	54.4355498156784	44.3765236507873	50.7839416239242	56.100209688252	54.8295818331548
FOXD1	1171.49090497229	1207.25940524726	904.620958221985	1101.2044011893	1020.66004396811	939.057446870457	907.992282732079	837.154103111095
FOXD2	195.568039782609	195.685094030336	214.712242153884	240.944236889068	198.929243951805	222.736586069843	229.595302613031	254.088306056083
FOXD3	149.552030421995	132.595364260993	196.403446311305	206.141180449536	180.5665445101	167.497912724522	179.728449556807	165.826052373444
FOXD4	47.2942318428531	42.7726981487073	26.6309757710244	23.2020376263547	19.8929243951805	73.9485465751878	61.2946735482754	65.5280368249899
FOXD4L1	10.8648910990338	8.55453962974146	6.6577439427561	8.03147456296894	0	11.5823024756318	15.58339158007	10.6984549918351
FOXD4L2	0	0	0	0	0	0	0	0
FOXD4L3	0	1.06931745371768	0	0	0	1.78189268855874	1.03889277200467	0
FOXD4L4	0	0	0	0	0	0	0	0
FOXD4L5	0	0	0	0	0	0	1.03889277200467	1.33730687397938
FOXD4L6	1.27822248223927	0	0	0	0	0	0	0
FOXE1	70.3022365231599	69.5056344916494	94.0406331914298	100.839625068388	94.8739471154764	110.477346690642	103.889277200467	97.6234018004951
FOXE3	5.11288992895709	4.27726981487073	4.16108996422256	6.24670243786473	6.1208998139017	10.6913561313525	15.58339158007	9.3611481178557
FOXF1	136.130694358482	142.219221344452	158.953636633302	171.338124010004	127.00867113846	149.678985838934	168.300629064756	147.103756137732
FOXF2	1154.23490146206	1120.64469149613	885.479944386561	1058.3698701868	964.041720689518	1057.55331065961	1004.60931052851	1092.57971604116
FOXG1	1138.89623167519	1023.33680320782	884.647726393716	929.866277179293	990.0555448986	820.561583081301	882.019963431962	793.022976269775
FOXH1	14.6995585457516	6.4159047223061	16.6443598568902	13.3857909382816	10.711574674328	17.8189268855874	10.3889277200467	12.0357618658145
FOXI1	0.639111241119636	0	0	0	1.53022495347543	0.890946344279371	0	0
FOXI2	0.639111241119636	0	0	0	0	0	0	0
FOXI3	98.4231311324239	121.902189723816	109.020557062631	136.535067570472	116.297096464132	118.495863789156	134.017167588602	123.032232406103
FOXJ1	11.5040023401534	9.62385708345914	34.9531556994695	26.7715818765631	24.4835992556068	3.56378537711748	6.233356632028	5.34922749591754
FOXJ2	991.261534976555	945.276629086432	1016.13816926315	1049.44600956128	1052.79476799109	984.495710428705	921.49788876814	926.753663667714
FOXJ3	3947.79013639599	3697.69975495575	3486.16117202566	3325.03046906914	3626.63313973676	3340.15784470336	3359.77922466309	3367.33870868009
FOXK1	1917.97283460003	2004.97022572066	1874.15491988584	1712.48885403749	1671.00564919516	2010.86589903854	2118.30236211752	1980.55148036347
FOXK2	4023.84437408923	3989.62341982067	3222.34806829395	3533.84880770633	3375.67624736679	4102.8079154065	4125.44319763053	4205.83011866517
FOXL1	29.3991170915033	29.9408887040951	57.4230415062713	50.86600556547	74.9810227202958	37.4197464597336	40.516818108182	29.4207512275465
FOXL2	0	0	0	0	0	0	0	0
